wait_area_index,slot_index,x,y,z,forward_x,forward_z,urban_diversity_config_id
12,1,3742.830810546875,0.0,1623.0145263671875,0.9955760836601257,-0.09395968914031982,88888240
12,2,3743.4091796875,0.0,1623.7132568359375,0.9955760836601257,-0.09395968914031982,88888240
12,3,3742.9716796875,0.0,1624.5079345703125,0.9955760836601257,-0.09395968914031982,88888240
13,0,3772.336669921875,0.0,1623.7655029296875,-0.9955760836601257,0.09395968914031982,88888240
13,1,3772.77392578125,0.0,1622.9708251953125,-0.9955760836601257,0.09395968914031982,88888240
13,2,3772.195556640625,0.0,1622.2720947265625,-0.9955760836601257,0.09395968914031982,88888240
13,3,3772.633056640625,0.0,1621.4774169921875,-0.9955760836601257,0.09395968914031982,88888240
14,0,1682.0008544921875,-0.0005683342460542917,2683.282470703125,0.08857923001050949,-0.9960691928863525,88888090
14,1,1682.7027587890625,-0.0005649187951348722,2683.85693359375,0.08857923001050949,-0.9960691928863525,88888090
14,2,1683.494873046875,-0.000556914194021374,2683.415283203125,0.08857923001050949,-0.9960691928863525,88888090
15,0,1686.62939453125,-0.0005064742872491479,2668.149169921875,-0.08857923001050949,0.9960691928863525,88888090
15,1,1685.927490234375,-0.0004948899149894714,2667.57470703125,-0.08857923001050949,0.9960691928863525,88888090
15,2,1685.1353759765625,-0.00048789469292387366,2668.016357421875,-0.08857923001050949,0.9960691928863525,88888090
16,0,1432.2681884765625,8.144396997522563e-05,1775.1077880859375,0.12714532017707825,-0.9918841123580933,88888150
16,1,1432.947265625,8.291682024719194e-05,1775.708984375,0.12714532017707825,-0.9918841123580933,88888150
16,2,1433.7559814453125,8.144396997522563e-05,1775.298583984375,0.12714532017707825,-0.9918841123580933,88888150
16,3,1434.43505859375,8.291682024719194e-05,1775.8997802734375,0.12714532017707825,-0.9918841123580933,88888150
17,0,1440.15283203125,-1.4439714277614257e-06,1747.1822509765625,-0.12714532017707825,0.9918841123580933,88888170
17,1,1439.4737548828125,-2.9168227229092736e-06,1746.5810546875,-0.12714532017707825,0.9918841123580933,88888170
17,2,1438.6650390625,-1.4439716551351012e-06,1746.991455078125,-0.12714532017707825,0.9918841123580933,88888170
17,3,1437.9859619140625,-2.9168227229092736e-06,1746.3902587890625,-0.12714532017707825,0.9918841123580933,88888170
18,0,3675.163818359375,0.0,1292.2899169921875,0.18686413764953613,0.9823857545852661,88888240
18,1,3674.331787109375,0.0,1291.9290771484375,0.18686413764953613,0.9823857545852661,88888240
18,2,3673.690185546875,0.0,1292.5701904296875,0.18686413764953613,0.9823857545852661,88888240
18,3,3672.858154296875,0.0,1292.2093505859375,0.18686413764953613,0.9823857545852661,88888240
19,0,3674.6103515625,0.0,1312.23046875,-0.18686413764953613,-0.9823857545852661,88888240
19,1,3675.4423828125,0.0,1312.59130859375,-0.18686413764953613,-0.9823857545852661,88888240
19,2,3676.083984375,0.0,1311.9501953125,-0.18686413764953613,-0.9823857545852661,88888240
19,3,3676.916015625,0.0,1312.31103515625,-0.18686413764953613,-0.9823857545852661,88888240
20,0,2138.522216796875,-0.011439505964517593,2252.584716796875,0.9970538020133972,0.007869058288633823,88888121
20,1,2138.0078125,0.027477379888296127,2253.330810546875,0.9970538020133972,0.007869058288633823,88888121
20,2,2138.510498046875,-0.011432546190917492,2254.084716796875,0.9970538020133972,0.007869058288633823,88888121
20,3,2137.995849609375,0.027484338730573654,2254.830810546875,0.9970538020133972,0.007869058288633823,88888121
21,0,2168.0869140625,0.07304306328296661,2257.095703125,-0.9998337626457214,-0.008228952065110207,88888121
21,1,2168.60302734375,0.06474412977695465,2256.349853515625,-0.9998337626457214,-0.008228952065110207,88888121
21,2,2168.099365234375,0.0730486735701561,2255.595703125,-0.9998337626457214,-0.008228952065110207,88888121
21,3,2168.615478515625,0.06474974006414413,2254.849853515625,-0.9998337626457214,-0.008228952065110207,88888121
22,0,1089.0245361328125,0.0,2116.50439453125,-0.16477012634277344,-0.9863320589065552,88888020
22,1,1089.8482666015625,0.0,2116.8837890625,-0.16477012634277344,-0.9863320589065552,88888020
22,2,1090.5040283203125,0.0,2116.25732421875,-0.16477012634277344,-0.9863320589065552,88888020
22,3,1091.3277587890625,0.0,2116.636474609375,-0.16477012634277344,-0.9863320589065552,88888020
23,0,1090.135986328125,0.0,2097.24267578125,0.16477012634277344,0.9863320589065552,88888040
23,1,1089.312255859375,0.0,2096.86328125,0.16477012634277344,0.9863320589065552,88888040
23,2,1088.656494140625,0.0,2097.48974609375,0.16477012634277344,0.9863320589065552,88888040
23,3,1087.832763671875,0.0,2097.110595703125,0.16477012634277344,0.9863320589065552,88888040
24,0,677.0868530273438,0.029362713918089867,1967.1868896484375,-0.8565075397491455,-0.5158289074897766,88888010
24,1,677.9105834960938,0.03842226415872574,1966.807373046875,-0.8565075397491455,-0.5158289074897766,88888010
24,2,677.8607177734375,0.029362713918089867,1965.90185546875,-0.8565075397491455,-0.5158289074897766,88888010
24,3,678.6844482421875,0.03842226415872574,1965.5224609375,-0.8565075397491455,-0.5158289074897766,88888010
25,0,667.4905395507812,0.0100008025765419,1953.609130859375,0.7590771317481995,0.6510008573532104,88888010
25,1,666.6151123046875,0.0100008025765419,1953.846435546875,0.7590771317481995,0.6510008573532104,88888010
25,2,666.5140380859375,0.0100008025765419,1954.7476806640625,0.7590771317481995,0.6510008573532104,88888010
25,3,665.6386108398438,0.0100008025765419,1954.9849853515625,0.7590771317481995,0.6510008573532104,88888010
26,0,1127.9561767578125,0.0,2118.45458984375,0.6397429704666138,-0.7685891389846802,88888080
26,1,1128.2064208984375,0.0,2119.32666015625,0.6397429704666138,-0.7685891389846802,88888080
26,2,1129.109130859375,0.0,2119.414306640625,0.6397429704666138,-0.7685891389846802,88888080
26,3,1129.3592529296875,0.0,2120.2861328125,0.6397429704666138,-0.7685891389846802,88888080
27,0,1149.663818359375,0.0,2099.0498046875,-0.6397429704666138,0.7685891389846802,88888110
27,1,1149.41357421875,0.0,2098.177734375,-0.6397429704666138,0.7685891389846802,88888110
27,2,1148.5108642578125,0.0,2098.090087890625,-0.6397429704666138,0.7685891389846802,88888110
27,3,1148.2607421875,0.0,2097.21826171875,-0.6397429704666138,0.7685891389846802,88888110
28,0,2503.170654296875,-0.08663634210824966,1345.6319580078125,-0.03139098361134529,0.9994955658912659,88888190
28,1,2502.43701171875,-0.08909093588590622,1345.0986328125,-0.03139098361134529,0.9994955658912659,88888190
28,2,2501.67138671875,-0.08663640171289444,1345.5848388671875,-0.03139098361134529,0.9994955658912659,88888190
28,3,2500.937744140625,-0.08909100294113159,1345.051513671875,-0.03139098361134529,0.9994955658912659,88888190
29,0,2497.995849609375,0.052406348288059235,1374.373291015625,0.03139098361134529,-0.9994955658912659,88888250
29,1,2498.7294921875,0.05486094579100609,1374.9066162109375,0.03139098361134529,-0.9994955658912659,88888250
29,2,2499.4951171875,0.05240641161799431,1374.42041015625,0.03139098361134529,-0.9994955658912659,88888250
29,3,2500.228759765625,0.054861005395650864,1374.9537353515625,0.03139098361134529,-0.9994955658912659,88888250
30,0,1925.2510986328125,-0.08801724016666412,2750.826904296875,0.10651793330907822,-0.9943106174468994,88888100
30,1,1925.9425048828125,-0.08769825100898743,2751.413818359375,0.10651793330907822,-0.9943106174468994,88888100
30,2,1926.7425537109375,-0.08801725506782532,2750.986572265625,0.10651793330907822,-0.9943106174468994,88888100
30,3,1927.4339599609375,-0.08769825845956802,2751.573486328125,0.10651793330907822,-0.9943106174468994,88888100
31,0,1933.4072265625,0.20084603130817413,2714.740478515625,-0.10210676491260529,0.9763182997703552,88888100
31,1,1932.71337890625,0.29811593890190125,2714.16455078125,-0.10210676491260529,0.9763182997703552,88888100
31,2,1931.9154052734375,0.20084427297115326,2714.58447265625,-0.10210676491260529,0.9763182997703552,88888100
31,3,1931.2215576171875,0.29811418056488037,2714.008544921875,-0.10210676491260529,0.9763182997703552,88888100
32,0,2169.22119140625,0.0,1739.4317626953125,0.01096657756716013,0.9999398589134216,88888181
32,1,2168.4658203125,0.0,1738.9300537109375,0.01096657756716013,0.9999398589134216,88888181
32,2,2167.721435546875,0.0,1739.4482421875,0.01096657756716013,0.9999398589134216,88888181
32,3,2166.9658203125,0.0,1738.9464111328125,0.01096657756716013,0.9999398589134216,88888181
33,0,2165.2705078125,0.0,1768.5718994140625,-0.01096657756716013,-0.9999398589134216,88888150
33,1,2166.02587890625,0.0,1769.0736083984375,-0.01096657756716013,-0.9999398589134216,88888150
33,2,2166.770263671875,0.0,1768.555419921875,-0.01096657756716013,-0.9999398589134216,88888150
33,3,2167.52587890625,0.0,1769.0572509765625,-0.01096657756716013,-0.9999398589134216,88888150
34,0,3355.201904296875,0.0,1678.945556640625,0.204603910446167,0.9788448214530945,88888232
34,1,3354.363525390625,0.0,1678.599853515625,0.204603910446167,0.9788448214530945,88888232
34,2,3353.733642578125,0.0,1679.2525634765625,0.204603910446167,0.9788448214530945,88888232
34,3,3352.895263671875,0.0,1678.90673828125,0.204603910446167,0.9788448214530945,88888232
35,0,3356.8994140625,0.0,1707.9364013671875,-0.204603910446167,-0.9788448214530945,88888232
35,1,3357.73779296875,0.0,1708.2821044921875,-0.204603910446167,-0.9788448214530945,88888232
35,2,3358.36767578125,0.0,1707.62939453125,-0.204603910446167,-0.9788448214530945,88888232
35,3,3359.2060546875,0.0,1707.9752197265625,-0.204603910446167,-0.9788448214530945,88888232
36,0,2133.76123046875,-0.08319146186113358,2220.39892578125,0.007720032706856728,0.9999696612358093,88888121
36,1,2133.00732421875,-0.08373024314641953,2219.894775390625,0.007720032706856728,0.9999696612358093,88888121
36,2,2132.26123046875,-0.08318533003330231,2220.41064453125,0.007720032706856728,0.9999696612358093,88888121
36,3,2131.50732421875,-0.08372410386800766,2219.906494140625,0.007720032706856728,0.9999696612358093,88888121
37,0,2129.716552734375,-0.03816811367869377,2249.63037109375,-0.007636051159352064,-0.9995495080947876,88888121
37,1,2130.470458984375,-0.02335800603032112,2250.13427734375,-0.007636051159352064,-0.9995495080947876,88888121
37,2,2131.216552734375,-0.03815435990691185,2249.618896484375,-0.007636051159352064,-0.9995495080947876,88888121
37,3,2131.970458984375,-0.0233442522585392,2250.122802734375,-0.007636051159352064,-0.9995495080947876,88888121
38,0,4025.5546875,0.0,2011.8192138671875,0.2395583689212799,-0.9708821773529053,88888221
38,1,4026.16064453125,0.0,2012.4940185546875,0.2395583689212799,-0.9708821773529053,88888221
38,2,4027.010986328125,0.0,2012.1785888671875,0.2395583689212799,-0.9708821773529053,88888221
38,3,4027.616943359375,0.0,2012.8533935546875,0.2395583689212799,-0.9708821773529053,88888221
39,0,4036.69287109375,0.0,1984.5029296875,-0.2395583689212799,0.9708821773529053,88888221
39,1,4036.0869140625,0.0,1983.828125,-0.2395583689212799,0.9708821773529053,88888221
39,2,4035.236572265625,0.0,1984.1435546875,-0.2395583689212799,0.9708821773529053,88888221
39,3,4034.630615234375,0.0,1983.46875,-0.2395583689212799,0.9708821773529053,88888221
40,0,1896.88330078125,0.0,2598.274658203125,0.9999464154243469,0.01036226749420166,88888090
40,1,1896.3656005859375,0.0,2599.01904296875,0.9999464154243469,0.01036226749420166,88888090
40,2,1896.8677978515625,0.0,2599.7744140625,0.9999464154243469,0.01036226749420166,88888090
40,3,1896.3499755859375,0.0,2600.51904296875,0.9999464154243469,0.01036226749420166,88888090
41,0,1925.5684814453125,0.0,2602.841796875,-0.9999464154243469,-0.01036226749420166,88888100
41,1,1926.086181640625,0.0,2602.097412109375,-0.9999464154243469,-0.01036226749420166,88888100
41,2,1925.583984375,0.0,2601.342041015625,-0.9999464154243469,-0.01036226749420166,88888100
41,3,1926.101806640625,0.0,2600.597412109375,-0.9999464154243469,-0.01036226749420166,88888100
42,0,1341.061279296875,0.0,1567.6527099609375,0.7578427791595459,0.6524372100830078,88888071
42,1,1340.185546875,0.0,1567.888427734375,0.7578427791595459,0.6524372100830078,88888071
42,2,1340.0826416015625,0.0,1568.78955078125,0.7578427791595459,0.6524372100830078,88888071
42,3,1339.206787109375,0.0,1569.025146484375,0.7578427791595459,0.6524372100830078,88888071
43,0,1352.5509033203125,0.0,1583.1787109375,-0.7578427791595459,-0.6524372100830078,88888070
43,1,1353.4266357421875,0.0,1582.9429931640625,-0.7578427791595459,-0.6524372100830078,88888070
43,2,1353.529541015625,0.0,1582.0418701171875,-0.7578427791595459,-0.6524372100830078,88888070
43,3,1354.4053955078125,0.0,1581.8062744140625,-0.7578427791595459,-0.6524372100830078,88888070
44,0,620.0361938476562,0.0,2031.1644287109375,-0.7645547389984131,-0.6445590257644653,88888010
44,1,620.9095458984375,0.0,2030.9197998046875,-0.7645547389984131,-0.6445590257644653,88888010
44,2,621.0030517578125,0.0,2030.017578125,-0.7645547389984131,-0.6445590257644653,88888010
44,3,621.8763427734375,0.0,2029.77294921875,-0.7645547389984131,-0.6445590257644653,88888010
45,0,612.8614501953125,0.0,2019.53076171875,0.7645547389984131,0.6445590257644653,88888010
45,1,611.9880981445312,0.0,2019.775390625,0.7645547389984131,0.6445590257644653,88888010
45,2,611.8945922851562,0.0,2020.6776123046875,0.7645547389984131,0.6445590257644653,88888010
45,3,611.0213012695312,0.0,2020.9222412109375,0.7645547389984131,0.6445590257644653,88888010
46,0,939.8005981445312,0.0,1629.389404296875,0.6302109360694885,-0.7764241695404053,88888040
46,1,940.0615234375,0.0,1630.258056640625,0.6302109360694885,-0.7764241695404053,88888040
46,2,940.9652099609375,0.0,1630.334716796875,0.6302109360694885,-0.7764241695404053,88888040
46,3,941.2261352539062,0.0,1631.203369140625,0.6302109360694885,-0.7764241695404053,88888040
47,0,961.2222290039062,0.0,1609.7733154296875,-0.6302109360694885,0.7764241695404053,88888060
47,1,960.9613037109375,0.0,1608.9046630859375,-0.6302109360694885,0.7764241695404053,88888060
47,2,960.0576171875,0.0,1608.8280029296875,-0.6302109360694885,0.7764241695404053,88888060
47,3,959.7966918945312,0.0,1607.9593505859375,-0.6302109360694885,0.7764241695404053,88888060
48,0,1703.79052734375,0.0012708258582279086,2686.050537109375,0.10156646370887756,-0.9948256015777588,88888090
48,1,1704.6092529296875,0.0025900518521666527,2686.646728515625,0.10156646370887756,-0.9948256015777588,88888090
48,2,1705.531494140625,0.0012855369132012129,2686.228271484375,0.10156646370887756,-0.9948256015777588,88888090
49,0,1709.0040283203125,0.004334446042776108,2670.868896484375,-0.10156647115945816,0.9948256611824036,88888090
49,1,1708.185546875,-0.01774725690484047,2670.272705078125,-0.10156647115945816,0.9948256611824036,88888090
49,2,1707.2635498046875,-0.03720521926879883,2670.691162109375,-0.10156647115945816,0.9948256611824036,88888090
50,0,783.6141967773438,0.0,1102.262451171875,-0.04516283795237541,0.9989796280860901,88888072
50,1,782.8880004882812,0.0,1101.718994140625,-0.04516283795237541,0.9989796280860901,88888072
50,2,782.11572265625,0.0,1102.1947021484375,-0.04516283795237541,0.9989796280860901,88888070
50,3,781.3895263671875,0.0,1101.6512451171875,-0.04516283795237541,0.9989796280860901,88888070
51,0,777.6660766601562,0.0,1139.2855224609375,0.04516283795237541,-0.9989796280860901,88888050
51,1,778.3922729492188,0.0,1139.8289794921875,0.04516283795237541,-0.9989796280860901,88888050
51,2,779.16455078125,0.0,1139.353271484375,0.04516283795237541,-0.9989796280860901,88888050
51,3,779.8907470703125,0.0,1139.896728515625,0.04516283795237541,-0.9989796280860901,88888050
52,0,774.5137329101562,-0.08421667665243149,1824.911376953125,0.7645541429519653,0.6445595026016235,88888031
52,1,773.640380859375,-0.08409258723258972,1825.156005859375,0.7645541429519653,0.6445595026016235,88888031
52,2,773.546875,-0.08421977609395981,1826.0582275390625,0.7645541429519653,0.6445595026016235,88888031
52,3,772.673583984375,-0.08409568667411804,1826.3028564453125,0.7645541429519653,0.6445595026016235,88888031
53,0,785.932861328125,-0.0887918546795845,1840.123291015625,-0.7645541429519653,-0.6445595026016235,88888040
53,1,786.8062133789062,-0.08891594409942627,1839.878662109375,-0.7645541429519653,-0.6445595026016235,88888040
53,2,786.8997192382812,-0.08878875523805618,1838.9764404296875,-0.7645541429519653,-0.6445595026016235,88888040
53,3,787.7730102539062,-0.08891284465789795,1838.7318115234375,-0.7645541429519653,-0.6445595026016235,88888040
54,0,2909.21435546875,0.0012329269666224718,999.9175415039062,0.43919309973716736,0.8983893394470215,88888192
54,1,2908.31689453125,0.002490490209311247,999.7887573242188,0.43919309973716736,0.8983893394470215,88888192
54,2,2907.866943359375,0.0012329155579209328,1000.5763549804688,0.43919309973716736,0.8983893394470215,88888192
54,3,2906.96923828125,0.0024904790334403515,1000.4475708007812,0.43919309973716736,0.8983893394470215,88888192
55,0,2921.5234375,-0.08941292017698288,1034.8184814453125,-0.43919309973716736,-0.8983893394470215,88888190
55,1,2922.4208984375,-0.09067048132419586,1034.947265625,-0.43919309973716736,-0.8983893394470215,88888190
55,2,2922.870849609375,-0.08941291272640228,1034.1597900390625,-0.43919309973716736,-0.8983893394470215,88888190
55,3,2923.7685546875,-0.09067047387361526,1034.2884521484375,-0.43919309973716736,-0.8983893394470215,88888190
56,0,3622.855224609375,0.0,1050.5804443359375,0.9754387140274048,-0.22027122974395752,88888240
56,1,3622.522705078125,0.0,1051.42431640625,0.9754387140274048,-0.22027122974395752,88888240
56,2,3623.185546875,0.0,1052.0435791015625,0.9754387140274048,-0.22027122974395752,88888240
56,3,3622.853271484375,0.0,1052.887451171875,0.9754387140274048,-0.22027122974395752,88888240
57,0,3652.40087890625,0.0,1048.2860107421875,-0.9754387140274048,0.22027122974395752,88888260
57,1,3652.7333984375,0.0,1047.442138671875,-0.9754387140274048,0.22027122974395752,88888260
57,2,3652.070556640625,0.0,1046.8228759765625,-0.9754387140274048,0.22027122974395752,88888260
57,3,3652.40283203125,0.0,1045.97900390625,-0.9754387140274048,0.22027122974395752,88888260
58,0,2289.548095703125,0.0,2592.76611328125,-0.004261612426489592,-0.9999909400939941,88888100
58,1,2290.30029296875,0.0,2593.27294921875,-0.004261612426489592,-0.9999909400939941,88888100
58,2,2291.048095703125,0.0,2592.759765625,-0.004261612426489592,-0.9999909400939941,88888100
58,3,2291.80029296875,0.0,2593.2666015625,-0.004261612426489592,-0.9999909400939941,88888100
59,0,2293.695556640625,0.0,2564.020751953125,0.004261612426489592,0.9999909400939941,88888120
59,1,2292.943359375,0.0,2563.513916015625,0.004261612426489592,0.9999909400939941,88888120
59,2,2292.195556640625,0.0,2564.027099609375,0.004261612426489592,0.9999909400939941,88888120
59,3,2291.443359375,0.0,2563.520263671875,0.004261612426489592,0.9999909400939941,88888120
60,0,1672.582275390625,-0.08351745456457138,2722.2099609375,0.1215614378452301,-0.9925837516784668,88888090
60,1,1673.2646484375,-0.08313748240470886,2722.80712890625,0.1215614378452301,-0.9925837516784668,88888090
60,2,1674.0711669921875,-0.08351746201515198,2722.392333984375,0.1215614378452301,-0.9925837516784668,88888090
60,3,1674.7535400390625,-0.08313748985528946,2722.989501953125,0.1215614378452301,-0.9925837516784668,88888090
61,0,1681.3408203125,-0.11122254282236099,2685.81982421875,-0.1215614378452301,0.9925837516784668,88888090
61,1,1680.658447265625,-0.11160251498222351,2685.22265625,-0.1215614378452301,0.9925837516784668,88888090
61,2,1679.8519287109375,-0.1112225353717804,2685.637451171875,-0.1215614378452301,0.9925837516784668,88888090
61,3,1679.1695556640625,-0.11160250753164291,2685.040283203125,-0.1215614378452301,0.9925837516784668,88888090
62,0,3369.790283203125,0.0,2347.726318359375,-0.32301065325737,0.9463953375816345,88888210
62,1,3369.245361328125,0.0,2347.001220703125,-0.32301065325737,0.9463953375816345,88888210
62,2,3368.370849609375,0.0,2347.24169921875,-0.32301065325737,0.9463953375816345,88888210
62,3,3367.82568359375,0.0,2346.516845703125,-0.32301065325737,0.9463953375816345,88888210
63,0,3356.552978515625,0.0,2373.29052734375,0.32301065325737,-0.9463953375816345,88888200
63,1,3357.097900390625,0.0,2374.015625,0.32301065325737,-0.9463953375816345,88888200
63,2,3357.972412109375,0.0,2373.775146484375,0.32301065325737,-0.9463953375816345,88888200
63,3,3358.517578125,0.0,2374.5,0.32301065325737,-0.9463953375816345,88888200
64,0,3584.179931640625,0.0,1469.5189208984375,0.9913090467453003,-0.1315537691116333,88888230
64,1,3583.77294921875,0.0,1470.32958984375,0.9913090467453003,-0.1315537691116333,88888230
64,2,3584.377197265625,0.0,1471.005859375,0.9913090467453003,-0.1315537691116333,88888230
64,3,3583.97021484375,0.0,1471.8165283203125,0.9913090467453003,-0.1315537691116333,88888230
65,0,3603.274169921875,0.0,1471.2923583984375,-0.9913090467453003,0.1315537691116333,88888240
65,1,3603.68115234375,0.0,1470.481689453125,-0.9913090467453003,0.1315537691116333,88888240
65,2,3603.076904296875,0.0,1469.805419921875,-0.9913090467453003,0.1315537691116333,88888240
65,3,3603.48388671875,0.0,1468.9947509765625,-0.9913090467453003,0.1315537691116333,88888240
66,0,868.0716552734375,0.0,1752.46875,0.6423776149749756,-0.7663882970809937,88888040
66,1,868.3187866210938,0.0,1753.3414306640625,0.6423776149749756,-0.7663882970809937,88888040
66,2,869.2212524414062,0.0,1753.4322509765625,0.6423776149749756,-0.7663882970809937,88888040
66,3,869.4683837890625,0.0,1754.304931640625,0.6423776149749756,-0.7663882970809937,88888040
67,0,880.4517211914062,0.0,1744.3458251953125,-0.6423776149749756,0.7663882970809937,88888040
67,1,880.20458984375,0.0,1743.47314453125,-0.6423776149749756,0.7663882970809937,88888040
67,2,879.3021240234375,0.0,1743.38232421875,-0.6423776149749756,0.7663882970809937,88888040
67,3,879.0549926757812,0.0,1742.5096435546875,-0.6423776149749756,0.7663882970809937,88888040
68,0,1894.33935546875,0.0,2035.4716796875,-0.003989676013588905,0.9999920129776001,88888150
68,1,1893.5914306640625,0.0,2034.9586181640625,-0.003989676013588905,0.9999920129776001,88888150
68,2,1892.83935546875,0.0,2035.4656982421875,-0.003989676013588905,0.9999920129776001,88888150
68,3,1892.0914306640625,0.0,2034.95263671875,-0.003989676013588905,0.9999920129776001,88888150
69,0,1889.9942626953125,0.0,2054.292236328125,0.003989676013588905,-0.9999920129776001,88888120
69,1,1890.7421875,0.0,2054.80517578125,0.003989676013588905,-0.9999920129776001,88888120
69,2,1891.4942626953125,0.0,2054.29833984375,0.003989676013588905,-0.9999920129776001,88888120
69,3,1892.2421875,0.0,2054.811279296875,0.003989676013588905,-0.9999920129776001,88888120
70,0,1138.6964111328125,0.0,2079.46435546875,0.7878682613372803,0.6158438324928284,88888040
70,1,1137.8326416015625,0.0,2079.7412109375,0.7878682613372803,0.6158438324928284,88888040
70,2,1137.772705078125,0.0,2080.646240234375,0.7878682613372803,0.6158438324928284,88888040
70,3,1136.908935546875,0.0,2080.923095703125,0.7878682613372803,0.6158438324928284,88888040
71,0,1144.1142578125,0.0,2089.118896484375,-0.7878682613372803,-0.6158438324928284,88888110
71,1,1144.97802734375,0.0,2088.842041015625,-0.7878682613372803,-0.6158438324928284,88888110
